category,city,end_time,name,site_lat,site_lng,site_name,start_time
创业加盟,深圳市,2018-08-26,2018深圳国际品牌授权展览会及衍生品展览会,22.5363839471,114.066517985,深圳会展中心,2018-08-23
化工橡塑,上海市,2018-08-25,第十届中国上海国际化工技术装备展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-08-23
能源矿产,上海市,2018-08-25,第十届中国国际海洋石油天然气展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-08-23
农林牧渔,广州市,2018-08-26,2018年中国广州国际渔业博览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-08-24
皮革鞋业,温州市,2018-08-26,2018中国国际合成革展览会,28.0224115251,120.724650312,温州国际会展中心,2018-08-24
创业加盟,广州市,2018-08-26,2018第六届广州国际餐饮连锁加盟展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-08-24
礼品玩具,上海市,2018-08-26,2018第二十一届亚洲宠物展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-08-22
文化教育,东莞市,2018-08-27,2018东莞国际佛事用品博览会,22.9062440963,113.667281334,广东现代国际展览中心,2018-08-24
建材五金,临沂市,2018-06-13,2018第七届中国临沂五金博览会,35.0249309423,118.417878758,临沂国际会展中心,2018-06-11
美容美发,太原市,2018-06-13,2018中国山西国际美容美发美体化妆用品博览会,37.863402811,112.534921987,中国煤炭博物馆迎泽大街晋祠路口,2018-06-11
消费电子,上海市,2018-06-13,2018上海国际跨媒体技术装备创新博览会,31.1883954089,121.496502454,上海世博展览馆,2018-06-11
仪器仪表,上海市,2018-06-14,2018上海国际试验机与试验设备展览会,31.1737721999,121.434634495,上海光大会展中心,2018-06-12
交通工具,上海市,2018-06-13,2018上海国际智慧停车设备展览会,31.1883954089,121.496502454,上海世博展览馆,2018-06-11
汽摩配件,上海市,2018-06-13,2018上海国际汽车制造技术装备及材料展览会,31.1883954089,121.496502454,上海世博展览馆,2018-06-11
音响乐器,北京市,2018-08-25,第二十七届中国国际专业音响灯光乐器及技术展览会音响灯光展,40.0050493821,116.396532673,北京国家会议中心,2018-08-23
电子电力,广州市,2018-06-13,2018亚洲电力电工暨智能电网展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-06-11
房产家居,苏州市,2018-06-16,第十届苏州家具展览会,31.3292782289,120.715803186,苏州国际博览中心,2018-06-13
消费电子,上海市,2018-06-15,2018亚洲消费电子展,31.2131561422,121.572795285,上海新国际博览中心,2018-06-13
暖通制冷,上海市,2018-06-14,2018上海国际电热技术与设备展览会,31.1737721999,121.434634495,上海光大会展中心,2018-06-12
机械工业,北京市,2018-06-15,第十四届中国北京国际动力传动与控制技术展览会,39.9678796505,116.449740311,中国国际展览中心,2018-06-13
医疗保健,上海市,2018-06-15,2018中国国际养老辅具及康复医疗博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-06-13
安全防护,郑州市,2018-06-15,2018中国郑州国际消防设备技术展览会,34.7779586181,113.737286551,郑州国际会展中心,2018-06-13
房产家居,成都市,2018-06-15,2018第十八届中国成都建筑及装饰材料博览会暨整体家居衣柜展,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-06-13
建材五金,成都市,2018-06-15,2018第十八届中国成都建筑及装饰材料博览会,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-06-13
电子电力,广州市,2018-06-13,2018中国广州国际电线电缆及附件展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-06-11
机械工业,上海市,2018-06-15,2018中国上海国际矿山起重运输机械展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-06-13
机械工业,深圳市,2018-06-29,2018第22届华南国际工业自动化展,22.5363839471,114.066517985,深圳会展中心,2018-06-27
机械工业,广州市,2018-06-14,2018东莞机械制造工业联盟展览会,22.9062440963,113.667281334,广东现代国际展览中心,2018-06-12
食品饮料,北京市,2018-06-29,2018北京国际烘焙与高端食品饮料展览会,40.0050493821,116.396532673,北京国家会议中心,2018-06-27
美容美发,贵阳市,2018-06-15,2018中国贵阳国际美容美发美体化妆用品博览会,26.6478637853,106.652508616,贵阳国际会议展览中心,2018-06-13
化工橡塑,上海市,2018-06-29,2018上海国际家用洗涤用品展览会,31.1737721999,121.434634495,上海光大会展中心,2018-06-27
电子电力,上海市,2018-06-15,2018第十八届中国国际电机博览会暨发展论坛,31.2131561422,121.572795285,上海新国际博览中心,2018-06-13
化工橡塑,上海市,2018-06-15,2018中国上海国际粉体材料及加工装备展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-06-13
信息通信,上海市,2018-06-29,2018年世界移动通信博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-06-27
文化艺术,上海市,2018-06-22,2018上海国际电影论坛暨展览会,31.1883954089,121.496502454,上海世博展览馆,2018-06-13
医疗保健,上海市,2018-06-29,取消2018上海国际妇产医疗及生殖健康展览会,31.1737721999,121.434634495,上海光大会展中心,2018-06-27
文化教育,呼和浩特市,2018-06-29,2018年首届内蒙古现代教育装备技术展示,40.8310344844,111.754917961,内蒙古国际会展中心,2018-06-27
孕婴童,上海市,2018-06-29,2018上海孕婴童与儿童体验品牌展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-06-27
创业加盟,上海市,2018-06-29,2018上海海外置业移民留学展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-06-27
创业加盟,上海市,2018-06-29,2018上海第二十六届创业项目投资暨连锁加盟展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-06-27
食品饮料,厦门市,2018-05-14,2018第十届中国厦门国际素食暨有机食品展览会,24.4735054247,118.189009566,厦门国际会展中心,2018-05-10
暖通制冷,重庆市,2018-05-12,2018中国西部国际制冷空调供热通风及食品冷冻加工展览会,29.7248231346,106.548697024,重庆国际博览中心,2018-05-10
食品饮料,上海市,2018-06-29,2018第十五届上海餐饮食品博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-06-27
美容美发,哈尔滨市,2018-05-12,第三十四届哈尔滨亚太美容美发化妆品博览会,45.7618810735,126.701914385,哈尔滨国际会展中心,2018-05-10
孕婴童,义乌市,2018-05-12,2018年义乌国际自行车童车玩具及配件博览会,29.3180339775,120.11986657,义乌国际博览中心,2018-05-10
安全防护,成都市,2018-05-12,2018第十八届中国成都国际社会公共安全产品与技术展览会,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-05-10
医疗保健,淄博市,2018-05-12,2018中国国际化工产品及技术装备展览会,36.7959985868,118.002464135,淄博国际会展中心,2018-05-10
文化教育,厦门市,2018-05-14,2018中国厦门国际佛事用品春季展览会,24.4735054247,118.189009566,厦门国际会展中心,2018-05-10
建材五金,上海市,2018-05-12,2018第七届中国国际桥梁与隧道技术大会暨2018中国国际桥梁与隧道工程技术装备展览会,31.2072258237,121.406408824,上海世贸商城,2018-05-10
食品饮料,合肥市,2018-05-13,2018第十六届中国安徽国际糖酒食品交易会,31.7614086517,117.303549887,合肥滨湖国际会展中心,2018-05-11
食品饮料,北京市,2018-05-12,2018北京国际葡萄酒烈酒展览会,39.9470088626,116.470306905,北京全国农业展览馆,2018-05-10
医疗保健,上海市,2018-06-29,2018上海养生品牌博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-06-27
农林牧渔,长沙市,2018-05-13,2018中部湖南品牌渔具暨户外装备展览会,28.2101840884,112.996178657,湖南省展览馆,2018-05-11
食品饮料,济南市,2018-05-14,2018第十七届山东茶文化博览交易会,36.6410208515,117.030675538,济南舜耕国际会展中心,2018-05-11
农林牧渔,上海市,2018-05-13,2018上海全国优质农产品博览会,31.1737721999,121.434634495,上海光大会展中心,2018-05-11
医疗保健,上海市,2018-05-13,2018第八届中国上海国际医疗旅游展览会,31.2308893627,121.459315403,上海展览中心,2018-05-11
医疗保健,合肥市,2018-05-13,2018国际养生大会暨第四届安徽国际养生养老产业博览会,31.7859604137,117.229682151,安徽国际会展中心,2018-05-11
机械工业,宁波市,2018-05-13,2018第十一届中国宁海国际机床与模具技术展览会,29.3267771816,121.441691353,宁海国际会展中心,2018-05-11
广告媒体,临沂市,2018-05-14,2018第十一届中国临沂广告耗材设备及LED春季博览会,35.0249309423,118.417878758,临沂国际会展中心,2018-05-12
食品饮料,厦门市,2018-05-14,第九届中国厦门国际茶业博览会春季,24.4735054247,118.189009566,厦门国际会展中心,2018-05-10
建材五金,呼和浩特市,2018-05-14,2018第六届内蒙古国际建筑节能建材及室内装饰材料博览会,40.8310344844,111.754917961,内蒙古国际会展中心,2018-05-12
仪器仪表,上海市,2018-05-16,2018上海国际材料分析测试仪器与实验室设备展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-14
食品饮料,上海市,2018-05-13,2018中国上海国际茶业博览会,31.1883954089,121.496502454,上海世博展览馆,2018-05-10
食品饮料,武汉市,2018-05-15,2018中国武汉春季茶业博览交易会暨紫砂陶瓷茶具工艺品展,30.585598843,114.280230907,武汉国际会展中心,2018-05-12
机械工业,上海市,2018-05-16,2018上海国际超导薄膜及超导电子器件展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-14
机械工业,长沙市,2018-05-13,2018中国中部长沙国际装备制造业博览会,28.1826852986,112.98852296,长沙国际会展中心新馆,2018-05-11
房产家居,北京市,2018-06-17,第二届北京国际家居展暨中国生活节,40.0771398326,116.55524372,中国国际展览中心新馆,2018-06-14
安全防护,太原市,2018-06-16,2018第五届中国太原社会公共安全产品暨警用装备消防科技博览会,37.8227245981,112.541477735,中国太原煤炭交易中心,2018-06-14
食品饮料,广州市,2018-06-17,2018世界食品广州展,23.1016239365,113.374149961,广州保利世贸展览馆,2018-06-15
文化教育,郑州市,2018-06-17,2018中原国际佛教文化暨佛事用品博览会,34.7779586181,113.737286551,郑州国际会展中心,2018-06-14
孕婴童,北京市,2018-05-14,2018第20届北京国际玩具及幼教用品展览会,39.9678796505,116.449740311,中国国际展览中心,2018-05-12
食品饮料,广州市,2018-06-17,2018中国广州国际食品食材展览会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-06-15
奢侈品,郑州市,2018-06-17,2018第十一届郑州国际珠宝玉文化博览会,34.7779586181,113.737286551,郑州国际会展中心,2018-06-14
食品饮料,上海市,2018-05-16,2018中国国际烘焙展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-14
孕婴童,郑州市,2018-06-17,2018第十四届中国郑州国际幼儿教育春夏博览会,34.7538040862,113.712760953,河南郑州中原国际博览中心,2018-06-15
食品饮料,上海市,2018-06-22,2018亚洲健康天然原料中国展,31.2131561422,121.572795285,上海新国际博览中心,2018-06-20
贸易进出口,上海市,2018-06-22,2018第十八届世界制药原料中国展,31.2131561422,121.572795285,上海新国际博览中心,2018-06-20
建材五金,临沂市,2018-06-20,2018中国临沂门博会暨移门系统门窗展,35.0249309423,118.417878758,临沂国际会展中心,2018-06-18
创业加盟,深圳市,2018-06-17,2018第十届中国深圳国际品牌特许加盟展,22.5363839471,114.066517985,深圳会展中心,2018-06-15
美容美发,南京市,2018-06-22,2018第二十七届南京国际美容美发化妆品博览会,32.0822187335,118.813278296,南京国际展览中心,2018-06-20
酒店用品,北京市,2018-06-23,2018北京国际酒店用品博览会,39.9678796505,116.449740311,中国国际展览中心,2018-06-21
信息通信,北京市,2018-06-23,2018第七届中国国防信息化装备与技术展览会,39.9678796505,116.449740311,中国国际展览中心,2018-06-21
消费电子,深圳市,2018-06-23,第十一届国际触控显示暨应用深圳展览会,22.5363839471,114.066517985,深圳会展中心,2018-06-21
婚庆婚博,上海市,2018-06-17,2018夏季中国婚博会,31.1883954089,121.496502454,上海世博展览馆,2018-06-16
机械工业,上海市,2018-06-22,2018第九届上海紧固件专业展,31.1954553942,121.308713553,国家会展中心上海,2018-06-20
医疗保健,上海市,2018-06-22,2018第九届中国国际健康产展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-06-20
房产家居,大连市,2018-06-24,2018第二十三届中国国际家具大连展览会,38.8911471992,121.598369651,大连世界博览广场,2018-06-21
食品饮料,成都市,2018-06-23,2018中国成都烘焙展览会,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-06-21
皮革鞋业,上海市,2018-06-23,2018第十五届上海国际箱包皮具手袋展览会,31.1737721999,121.434634495,上海光大会展中心,2018-06-21
奢侈品,深圳市,2018-06-24,2018第二十九届中国深圳国际钟表展览会,22.5363839471,114.066517985,深圳会展中心,2018-06-21
皮革鞋业,上海市,2018-06-23,2018第十五届上海国际鞋类博览会,31.1737721999,121.434634495,上海光大会展中心,2018-06-21
文化艺术,广州市,2018-06-25,2018广州艺术交易博览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-06-22
礼品玩具,成都市,2018-06-23,2018第十届中国成都礼品及家居用品展览会,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-06-21
办公用品,上海市,2018-06-29,第112届中国文化用品商品交易会,31.2131561422,121.572795285,上海新国际博览中心,2018-06-27
环保水处理,北京市,2018-06-23,2018北京国际空气净化新风系统及净水设备展览会,39.9678796505,116.449740311,中国国际展览中心,2018-06-21
医疗保健,上海市,2018-06-29,2018上海国际口腔清洁护理用品展览会,31.1737721999,121.434634495,上海光大会展中心,2018-06-27
机械工业,上海市,2018-06-29,2018上海国际服务机器人技术及应用展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-06-27
暖通制冷,成都市,2018-06-15,2018中国成都供热通风空调及舒适家居系统展,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-06-13
消费电子,上海市,2018-06-29,2018上海国际全触与显示展,31.2131561422,121.572795285,上海新国际博览中心,2018-06-27
建材五金,大连市,2018-06-24,第二十三届中国国际建筑装饰材料展览会,38.8911471992,121.598369651,大连世界博览广场,2018-06-21
机械工业,广州市,2018-06-30,2018第八届中国广州国际粮油机械及包装设备展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-06-28
医疗保健,广州市,2018-06-30,IHE2018第27届广州国际大健康产业博览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-06-28
化工橡塑,上海市,2018-06-29,2018第十九届中国上海国际胶粘带保护膜及光学膜展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-06-27
纺织纺机,青岛市,2018-06-30,2018年第十届青岛国际纺织印花工业展览会,36.4309351604,120.719183853,青岛国际博览中心,2018-06-28
食品饮料,成都市,2018-06-30,2018第九届中国奶业大会暨2018中国奶业展览会,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-06-28
食品饮料,广州市,2018-06-30,2018第七届中国广州国际高端饮用水产业博览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-06-28
体育休闲,南京市,2018-07-01,2018亚洲户外用品展览会,32.0001775899,118.724174266,南京国际博览中心,2018-06-28
医疗保健,哈尔滨市,2018-06-30,2018哈尔滨第二十一届中外医疗器械展览会,45.7618810735,126.701914385,哈尔滨国际会展中心,2018-06-28
食品饮料,广州市,2018-06-30,2018第十二届中国广州国际食用油及橄榄油产业展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-06-28
创业加盟,北京市,2018-06-30,2018第四届北京微商博览会,40.0050493821,116.396532673,北京国家会议中心,2018-06-28
安全防护,广州市,2018-06-30,2018第八届中国广州国际消防安全与应急装备展览会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-06-28
食品饮料,烟台市,2018-07-02,2018第十三届东亚国际食品交易博览会,37.468154135,121.477110996,烟台国际博览中心,2018-06-29
食品饮料,广州市,2018-06-30,2018年第18届中国广州国际食品展暨进口食品展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-06-28
食品饮料,深圳市,2018-07-01,第十六届中国深圳国际茶产业博览会暨紫砂陶瓷红木茶具用品展,22.5363839471,114.066517985,深圳会展中心,2018-06-28
消费电子,北京市,2018-06-30,第十七届中国国际电子信息产业博览会,39.787259149,116.532675762,北京亦创国际会展中心,2018-06-28
文化艺术,北京市,2018-07-02,2018中国艺术教育博览会暨改革开放四十周年艺术教育成果展,39.9678796505,116.449740311,中国国际展览中心,2018-06-30
美容美发,长沙市,2018-06-30,2018中国长沙国际美容美发化妆品产业博览会春季,28.2406228614,113.05593445,湖南国际会展中心,2018-06-28
体育休闲,成都市,2018-07-01,2018中国成都景点乐园及游乐设施博览会,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-06-29
安全防护,北京市,2018-07-04,2018第四届中国军民融合技术装备博览会,40.0050493821,116.396532673,北京国家会议中心,2018-07-02
汽摩配件,上海市,2018-07-07,2018上海国际汽车制造技术与装备及材料展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-07-04
食品饮料,太原市,2018-07-30,2018第5届中国太原国际茶产业博览会暨紫砂陶瓷茶具用品展,37.8227245981,112.541477735,中国太原煤炭交易中心,2018-07-27
消费电子,北京市,2018-07-07,2018北京国际自动售货机自助售货系统与设施展览会,39.9678796505,116.449740311,中国国际展览中心,2018-07-05
机械工业,上海市,2018-07-07,2018中国国际机器人展览会,31.1954553942,121.308713553,国家会展中心上海,2018-07-04
食品饮料,广州市,2018-06-30,第27届中国广州国际食品加工包装机械及配套设备展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-06-28
食品饮料,青岛市,2018-07-29,2018中国青岛国际食品博览会,36.1104007468,120.480622379,青岛国际会展中心,2018-07-27
皮革鞋业,青岛市,2018-06-30,2018第二十届中国青岛国际皮革鞋机鞋材展览会,36.4309351604,120.719183853,青岛国际博览中心,2018-06-28
奢侈品,北京市,2018-07-29,2018第七届北京国际顶级生活品牌奢侈品博览会,39.9678796505,116.449740311,中国国际展览中心,2018-07-27
农林牧渔,合肥市,2018-06-24,2018中国国际现代渔业暨渔业科技博览会,31.75753327,117.304892956,滨湖国际会展中心,2018-06-22
食品饮料,青岛市,2018-08-05,2018第十五届中国国际食品加工与包装设备青岛展览会,36.1104007468,120.480622379,青岛国际会展中心,2018-08-02
建材五金,青岛市,2018-08-04,2018中国青岛国际建筑装饰博览会,36.1104007468,120.480622379,青岛国际会展中心,2018-08-02
信息通信,深圳市,2018-08-02,2018第十届中国深圳国际物联网博览会,22.5363839471,114.066517985,深圳会展中心,2018-07-31
食品饮料,南京市,2018-08-05,2018中国江苏国际糖酒食品交易会,32.0822187335,118.813278296,南京国际展览中心,2018-08-03
建材五金,佛山市,2018-08-08,2018中国广东石材及设备展览会,23.1188967781,113.262880734,广东潭州国际会展中心,2018-08-06
机械工业,青岛市,2018-08-06,2018第21届青岛国际机床展览会,36.4309351604,120.719183853,青岛国际博览中心,2018-08-02
化工橡塑,青岛市,2018-08-04,2018第二十届青岛中国塑胶产业博览会,36.1104007468,120.480622379,青岛国际会展中心,2018-08-02
建材五金,上海市,2018-08-12,2018中国国际门窗幕墙博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-08-10
机械工业,上海市,2018-07-07,2018上海国际工业装配与传输技术展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-07-04
纺织纺机,泉州市,2018-08-10,2018福建晋江国际印花工业技术展览会,24.7856669782,118.573758756,晋江SM国际展览中心,2018-08-08
广告媒体,成都市,2018-08-12,2018第二十二届四川广告设备器材暨LED展,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-08-10
安全防护,太原市,2018-08-16,第十届中国山西国际智慧城市暨社会公共安全产品展览会,37.8207098634,112.539787351,山西国际展览中心,2018-08-14
房产家居,上海市,2018-08-03,2018上海国际生活用品家居装饰品美容美发健康展览会,31.2072258237,121.406408824,上海世贸商城,2018-08-01
农林牧渔,乌鲁木齐市,2018-08-10,2018第18届中国新疆国际农业博览会,43.884200728,87.6275464602,新疆国际会展中心,2018-08-08
食品饮料,上海市,2018-08-17,2018第二十届国际高端健康食用油及橄榄油上海博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-08-15
汽摩配件,上海市,2018-08-17,2018中国国际汽车轻量化技术成果展览会,31.2846658764,121.174921632,上海汽车会展中心,2018-08-15
机械工业,青岛市,2018-08-06,2018第二十届中国国际工业自动化技术及装备展览会,36.4309351604,120.719183853,青岛国际博览中心,2018-08-02
酒店用品,成都市,2018-08-12,2018成都国际酒店用品及餐饮博览会,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-08-10
环保水处理,广州市,2018-08-18,2018中国广州国际洁净技术与设备展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-08-16
医疗保健,上海市,2018-08-17,2018中国国际健康产业博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-08-15
汽摩配件,上海市,2018-08-17,2018中国上海国际汽车内饰与外饰展览会,31.2846658764,121.174921632,上海汽车会展中心,2018-08-15
食品饮料,上海市,2018-08-17,2018亚洲上海国际食品饮料展览会暨进口食品博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-08-15
环保水处理,上海市,2018-07-20,2018第8届上海建筑给排水海绵城市及综合管廊建设展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-07-18
建材五金,上海市,2018-07-20,第十届上海国际木制环保建筑博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-07-18
建材五金,上海市,2018-07-20,2018第20届上海国际别墅配套设施博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-07-18
建材五金,上海市,2018-07-20,第29届绿色建筑建材博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-07-18
创业加盟,上海市,2018-08-17,2018中国无人店大会暨上海国际无人值守零售展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-08-15
钢铁冶金,上海市,2018-07-20,第十三届中国国际压铸会议暨展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-07-18
纸业制品,郑州市,2018-08-13,2018中国郑州生活用纸产品技术展览会,34.7779586181,113.737286551,郑州国际会展中心,2018-08-11
交通工具,大连市,2018-08-19,2018大连国际汽车展览会,38.8911471992,121.598369651,大连世界博览广场,2018-08-15
房产家居,上海市,2018-07-20,2018中国上海智能家居展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-07-18
纺织纺机,上海市,2018-07-20,2018上海国际数码印花工业应用展,31.2131561422,121.572795285,上海新国际博览中心,2018-07-18
建材五金,上海市,2018-07-20,2018国际绿色建筑建材上海博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-07-18
电子电力,北京市,2018-07-21,2018中国北京国际连接器线缆及线束加工设备展览会,39.9678796505,116.449740311,中国国际展览中心,2018-07-19
汽摩配件,上海市,2018-07-20,2018上海国际节能与新能源汽车产业博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-07-18
安全防护,广州市,2018-07-21,2018第四届广东军民融合技术系列展,23.1036930952,113.366837887,南丰国际会展中心,2018-07-20
贸易进出口,广州市,2018-07-23,2018中国广州国际跨境电商展暨跨境商品博览,23.1016239365,113.374149961,广州保利世贸展览馆,2018-07-21
食品饮料,哈尔滨市,2018-07-22,2018中国东北国际酒业博览会,45.7618810735,126.701914385,哈尔滨国际会展中心,2018-07-20
文化教育,上海市,2018-07-24,2018上海国际智慧教育装备展览会,31.24916171,121.487899486,上海跨国国际博览中心,2018-07-22
奢侈品,北京市,2018-07-23,2018北京夏季珠宝展,39.9678796505,116.449740311,中国国际展览中心,2018-07-19
机械工业,乌鲁木齐市,2018-07-20,2018第八届新疆国际工程机械建筑机械及专用车辆博览会,43.884200728,87.6275464602,新疆国际会展中心,2018-07-18
医疗保健,青岛市,2018-07-07,2018第二十届中国青岛国际医疗器械暨医院采购大会,36.1104007468,120.480622379,青岛国际会展中心,2018-07-05
汽摩配件,北京市,2018-07-21,2018北京国际汽车制造暨工业装配博览会,39.9678796505,116.449740311,中国国际展览中心,2018-07-19
体育休闲,上海市,2018-07-07,2018亚洲夏季运动用品与时尚展,31.2131561422,121.572795285,上海新国际博览中心,2018-07-05
房产家居,北京市,2018-07-07,2018北京国际物业管理产业博览会,39.9678796505,116.449740311,中国国际展览中心,2018-07-05
机械工业,西安市,2018-08-12,2018第十三届西部锅炉供热通风空调及制冷设备展览会,34.2021162501,108.957182968,西安曲江国际会展中心,2018-08-10
食品饮料,南昌市,2018-07-07,2018中部江西糖酒食品招商会,28.6105309367,115.801786398,南昌绿地国际博览中心,2018-07-05
孕婴童,上海市,2018-07-27,第18届CBME孕婴童展童装展,31.1954553942,121.308713553,国家会展中心上海,2018-07-25
贸易进出口,长沙市,2018-07-07,2018中国长沙国际日用百货展览会,28.1826852986,112.98852296,长沙国际会展中心,2018-07-05
医疗保健,青岛市,2018-07-07,2018中国青岛国际养老产业与养老服务博览会,36.1104007468,120.480622379,青岛国际会展中心,2018-07-05
信息通信,厦门市,2018-07-08,2018中国厦门国际物联网博览会,24.4735054247,118.189009566,厦门国际会展中心,2018-07-06
安全防护,成都市,2018-07-08,2018中国国际救援及应急装备产业博览会,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-07-06
美容美发,北京市,2018-07-25,2018北京国际美博会,40.0050493821,116.396532673,北京国家会议中心,2018-07-23
食品饮料,青岛市,2018-07-07,2018年中国青岛国际健康食品产业博览会,36.1104007468,120.480622379,青岛国际会展中心,2018-07-05
消费电子,北京市,2018-07-09,2018北京国际消费电子博览会,40.0050493821,116.396532673,北京国家会议中心,2018-07-07
交通工具,北京市,2018-07-09,2018北京国际自行车暨零部件展览会,40.0050493821,116.396532673,北京国家会议中心,2018-07-07
房产家居,广州市,2018-07-10,2018广州遮阳及门窗展览会,23.1063339053,113.378402773,广州国际采购中心,2018-07-08
信息通信,北京市,2018-07-09,2018北京国际大数据产业大会,40.0050493821,116.396532673,北京国家会议中心,2018-07-07
食品饮料,郑州市,2018-07-09,2018中国郑州国际餐饮火锅食材博览会,34.7779586181,113.737286551,郑州国际会展中心,2018-07-07
创业加盟,上海市,2018-07-27,2018全球授权展,31.1954553942,121.308713553,国家会展中心上海,2018-07-25
文化教育,兰州市,2018-07-28,2018中国西部兰州国际教育装备及智慧教育展览会,36.064225525,103.823305441,兰州国际会展中心,2018-07-26
房产家居,广州市,2018-07-10,2018中国集成定制家居广州展览会,23.1036930952,113.366837887,南丰国际会展中心,2018-07-08
印刷包装,上海市,2018-07-13,第二十四届上海国际加工包装展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-07-11
奢侈品,青岛市,2018-07-30,2018第二届中国青岛国际矿物玉石博览会,36.1052149013,120.384428184,青岛华秀国际会展中心,2018-07-27
医疗保健,上海市,2018-07-13,2018第二十二届中国上海国际医疗器械展览会,31.1883954089,121.496502454,上海世博展览馆,2018-07-11
电子电力,深圳市,2018-07-28,2018中国深圳国际电子装备产业博览会,22.5363839471,114.066517985,深圳会展中心,2018-07-26
建材五金,广州市,2018-07-11,2018第二十届中国广州国际建筑装饰博览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-07-08
汽摩配件,广州市,2018-07-29,中国广州国际新能源节能及智能汽车展览会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-07-27
农林牧渔,南京市,2018-07-28,2018江苏植保信息交流暨农药械交易会,32.0822187335,118.813278296,南京国际展览中心,2018-07-27
贸易进出口,深圳市,2018-07-29,2018宝安产业发展博览会,22.5363839471,114.066517985,深圳会展中心,2018-07-27
动漫游戏,武汉市,2018-07-08,2018武汉国际电玩及游乐游艺设备展,30.5133201709,114.248155501,武汉国际博览中心,2018-07-06
美容美发,北京市,2018-07-13,2018北京国际健康美容美发化妆品展览会,39.9678796505,116.449740311,中国国际展览中心,2018-07-11
房产家居,上海市,2018-07-28,上海国际尚品家居及室内装饰展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-07-26
食品饮料,上海市,2018-07-13,2018第二十届亚洲食品配料中国展,31.2131561422,121.572795285,上海新国际博览中心,2018-07-11
食品饮料,上海市,2018-07-13,2018上海国际淀粉及淀粉衍生物展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-07-11
