category,city,end_time,name,site_lat,site_lng,site_name,start_time
创业加盟,北京市,2018-04-01,2018第34届北京国际连锁加盟展览会,39.9470088626,116.470306905,北京全国农业展览馆,2018-03-31
办公用品,宁波市,2018-03-31,2018第15届中国国际文具礼品博览会,29.8753386335,121.620905706,宁波国际会展中心,2018-03-29
创业加盟,上海市,2018-03-18,2018海外置业移民投资上海展览会,31.298772065,121.520237676,上海国际会议中心,2018-03-16
房产家居,东莞市,2018-03-20,第三十九届国际名家具东莞展览会,22.9062440963,113.667281334,广东现代国际展览中心,2018-03-16
广告媒体,贵阳市,2018-04-02,2018第六届贵州广告设备器材暨LED照明展,26.6478637853,106.652508616,贵阳国际会议展览中心,2018-03-31
建材五金,武汉市,2018-03-31,2018武汉国际绿色建筑建材博览会,30.5133201709,114.248155501,武汉国际博览中心,2018-03-29
机械工业,南京市,2018-03-18,2018中国南京国际机床展览会,32.0001775899,118.724174266,南京国际博览中心,2018-03-16
文化艺术,烟台市,2018-03-19,2018山东烟台国际艺博会,37.468154135,121.477110996,烟台国际博览中心,2018-03-16
孕婴童,南京市,2018-03-18,2018中国江苏国际孕婴童用品博览会,32.0822187335,118.813278296,南京国际展览中心,2018-03-16
广告媒体,长春市,2018-03-18,2018年长春第二十一届广告印刷及LED照明博览会,43.8427197923,125.402298713,长春国际会展中心,2018-03-16
文化教育,广州市,2018-03-19,2018广州国际教育产业博览会,23.1036930952,113.366837887,南丰国际会展中心,2018-03-17
医疗保健,郑州市,2018-03-18,2018第33届中原医疗器械展览会,34.7779586181,113.737286551,郑州国际会展中心,2018-03-16
奢侈品,北京市,2018-03-19,2018北京春季国际珠宝玉石首饰展览会,39.9470088626,116.470306905,北京全国农业展览馆,2018-03-16
广告媒体,天津市,2018-03-19,2018年天津广告四新与传媒博览会春季,39.0917281844,117.212916115,天津国际展览中心,2018-03-17
医疗保健,重庆市,2018-03-18,2018第二十六届中国中西部重庆医疗器械展览会,29.5306353983,106.572540247,重庆南坪国际会展中心,2018-03-16
纸业制品,济南市,2018-03-18,2018山东国际制浆造纸技术及装备展览会,36.6729145312,117.089104836,山东机械设备展览中心,2018-03-16
广告媒体,昆明市,2018-03-18,2018第十二届云南广告四新暨LED照明展览会,25.015358103,102.73777829,昆明国际会展中心,2018-03-16
美容美发,长沙市,2018-03-19,2018湖南春季美容美发化妆品博览会,28.2101840884,112.996178657,湖南省展览馆,2018-03-17
广告媒体,太原市,2018-03-19,2018第二十届山西广告展览会,37.8227245981,112.541477735,中国太原煤炭交易中心,2018-03-17
房产家居,广州市,2018-03-21,2018第41届中国广州国际家具博览会第一期,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-03-18
农林牧渔,赤峰市,2018-03-19,2018第二十二届内蒙古国际农业博览会暨肥料种子农药专项展示订货会,,,内蒙古国际会展中心,2018-03-17
孕婴童,广州市,2018-03-19,2018广州国际儿童创新教育博览会,23.1036930952,113.366837887,南丰国际会展中心,2018-03-17
建材五金,上海市,2018-03-22,2018,31.2131561422,121.572795285,上海新国际博览中心,2018-03-20
建材五金,上海市,2018-03-22,2018第二十届中国国际地面材料及铺装技术展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-03-20
文化艺术,义乌市,2018-03-20,2018第十七届中国框业与装饰画展览会,29.3180339775,120.11986657,义乌国际博览中心,2018-03-18
医疗保健,武汉市,2018-03-22,2018第三十四届湖北武汉国际先进医疗仪器设备展览会,30.585598843,114.280230907,武汉国际会展中心,2018-03-20
仪器仪表,重庆市,2018-03-20,第十五届中国检验医学暨输血仪器试剂博览会,29.7248231346,106.548697024,重庆国际博览中心,2018-03-18
电子电力,上海市,2018-03-22,第27届中国国际电子电路展览会,31.1954553942,121.308713553,国家会展中心上海,2018-03-20
美容美发,上海市,2018-03-21,2018上海中国国际化妆品个人及家庭护理用品原料展览会,31.1883954089,121.496502454,上海世博展览馆,2018-03-19
旅游行业,上海市,2018-03-22,2018中国上海国际奖励旅游及大会博览会,31.2285332734,121.398892922,上海跨国采购会展中心,2018-03-20
运输物流,上海市,2018-03-22,2018上海国际集装箱展览会,31.1883954089,121.496502454,上海世博展览馆,2018-03-20
纺织纺机,东莞市,2018-03-30,第十九届中国东莞国际纺织制衣工业技术展,22.9062440963,113.667281334,广东现代国际展览中心,2018-03-27
动漫游戏,广州市,2018-03-19,2018广州国际品牌授权展览会,23.1036930952,113.366837887,南丰国际会展中心,2018-03-17
汽摩配件,北京市,2018-03-29,2018中国国际电动汽车充电基础设施展览会,39.9678796505,116.449740311,中国国际展览中心,2018-03-27
能源矿产,北京市,2018-03-29,第十八届中国国际防爆电气技术设备展览会,40.0771398326,116.55524372,中国国际展览中心新馆,2018-03-27
能源矿产,北京市,2018-03-29,第十八届中国国际海洋石油天然气展览会,40.0771398326,116.55524372,中国国际展览中心新馆,2018-03-27
能源矿产,北京市,2018-03-29,第八届中国国际页岩气技术与装备展览会,40.0771398326,116.55524372,中国国际展览中心新馆,2018-03-27
能源矿产,北京市,2018-03-29,第八届中国国际天然气技术装备展览会,40.0771398326,116.55524372,中国国际展览中心新馆,2018-03-27
房产家居,深圳市,2018-03-22,第三十三届深圳国际家具展览会,22.5363839471,114.066517985,深圳会展中心,2018-03-19
仪器仪表,广州市,2018-03-29,2018广州国际分析测试及实验室设备展览会暨技术研讨会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-03-27
机械工业,济南市,2018-03-29,2018第二十一届济南国际机床展览会,36.6923183256,117.130223505,济南国际会展中心,2018-03-27
房产家居,广州市,2018-03-31,2018第41届中国广州国际家具博览会第二期,23.1016239365,113.374149961,广州保利世贸展览馆,2018-03-28
礼品玩具,北京市,2018-03-29,2018第三十七届中国北京国际礼品赠品及家庭用品展览会春季,39.9678796505,116.449740311,中国国际展览中心,2018-03-27
光电技术,上海市,2018-03-31,第十三届中国上海国际照明展览会,31.1954553942,121.308713553,国家会展中心上海,2018-03-28
光电技术,扬州市,2018-03-30,2018第七届中国扬州户外照明及LED照明展览会,32.3984437206,119.385040169,扬州国际展览中心,2018-03-28
钢铁冶金,重庆市,2018-03-30,第十八届中国紧固件弹簧及设备展览会,29.7248231346,106.548697024,重庆国际博览中心,2018-03-28
广告媒体,上海市,2018-03-31,第二十六届上海国际广告技术设备展览会,31.1954553942,121.308713553,国家会展中心上海,2018-03-28
能源矿产,北京市,2018-03-29,2018第十八届中国国际石油天然气管道与储运技术装备展览会cipe,40.0771398326,116.55524372,中国国际展览中心新馆,2018-03-27
美容美发,北京市,2018-03-30,2018北京国际美博会,40.0050493821,116.396532673,北京国家会议中心,2018-03-28
能源矿产,北京市,2018-03-29,第十八届中国国际石油石化技术装备展览会,40.0771398326,116.55524372,中国国际展览中心新馆,2018-03-27
医疗保健,沈阳市,2018-03-30,2018第四十四届春季,41.668369644,123.379619081,沈阳国际展览中心,2018-03-28
机械工业,无锡市,2018-03-31,2018无锡太湖国际工业博览会,31.4840170783,120.329093569,无锡太湖国际博览中心,2018-03-28
纺织纺机,上海市,2018-03-31,2018上海国际纺织品数字喷墨印花展,31.1954553942,121.308713553,国家会展中心上海,2018-03-28
钢铁冶金,重庆市,2018-03-30,第十八届中国国际热处理工业炉展览会,29.7248231346,106.548697024,重庆国际博览中心,2018-03-28
印刷包装,上海市,2018-03-31,第二十六届上海国际印刷包装纸业展览会暨第十届中国国际瓦楞彩盒数字包装印刷展览会,31.1954553942,121.308713553,国家会展中心上海,2018-03-28
建材五金,广州市,2018-03-30,2018广州国际木工机械及配件展览会,23.1036930952,113.366837887,南丰国际会展中心,2018-03-28
钢铁冶金,重庆市,2018-03-30,2018第十八届中国金属冶金展,29.7248231346,106.548697024,重庆国际博览中心,2018-03-28
环保水处理,重庆市,2018-03-30,2018中国重庆节能环保产业博览会,29.7248231346,106.548697024,重庆国际博览中心,2018-03-28
广告媒体,郑州市,2018-03-13,2018春季中国郑州第三十二届中原广告展,34.7779586181,113.737286551,郑州国际会展中心,2018-03-11
农林牧渔,临沂市,2018-03-14,2018中国临沂农资交易博览会,35.0249309423,118.417878758,临沂国际会展中心,2018-03-12
建材五金,北京市,2018-03-14,2018中国北京国际智能建筑展览会,40.0050493821,116.396532673,北京国家会议中心,2018-03-12
服装配饰,上海市,2018-03-16,2018中国国际服装服饰展览会春季,31.1954553942,121.308713553,国家会展中心上海,2018-03-14
汽摩配件,重庆市,2018-03-30,2018中国汽车技术展览会,29.7248231346,106.548697024,重庆国际博览中心,2018-03-28
食品饮料,武汉市,2018-03-30,2018第六届中国食材电商节,30.5133201709,114.248155501,武汉国际博览中心A1,2018-03-28
美容美发,青岛市,2018-03-31,2018中国青岛国际美容美发化妆品博会,36.1104007468,120.480622379,青岛国际会展中心,2018-03-29
房产家居,广州市,2018-03-30,第八届中国广州衣柜展览会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-03-28
光电技术,上海市,2018-03-16,2018慕尼黑上海光博会,31.2131561422,121.572795285,上海新国际博览中心,2018-03-14
电子电力,上海市,2018-03-16,2018国际半导体设备材料制造和服务展览暨研讨会,31.2131561422,121.572795285,上海新国际博览中心,2018-03-14
皮革鞋业,香港,2018-03-16,2018年亚太区皮革春季展,22.2935859933,114.186124103,香港会展中心,2018-03-14
广告媒体,长沙市,2018-03-15,2018长沙国际广告标识及LED技术展览会,28.1826852986,112.98852296,长沙国际会展中心,2018-03-13
体育休闲,上海市,2018-03-16,2018第七届上海国际泳池水疗水上乐园温泉洗浴展览会,31.2072258237,121.406408824,上海世贸商城展览馆,2018-03-14
体育休闲,上海市,2018-03-16,2018中国上海国际健身康体休闲展览会,31.1883954089,121.496502454,上海世博展览馆,2018-03-14
纺织纺机,上海市,2018-03-15,2018上海国际流行时尚纱线展示会,31.1883954089,121.496502454,上海世博展览馆,2018-03-13
文化艺术,上海市,2018-03-17,2018上海国际设计创意博览会,31.2308893627,121.459315403,上海展览中心,2018-03-14
购物年货,临沂市,2018-02-07,2018第十二届中国临沂年货精品展销会,35.0982528287,118.319289827,山东临沂商城国际会展中心,2018-02-01
购物年货,苏州市,2018-02-12,2018第一届苏州年货博览会,31.3292782289,120.715803186,苏州国际博览中心,2018-02-01
纺织纺机,上海市,2018-03-16,2018中国国际纺织面料及辅料春夏博览会,31.1954553942,121.308713553,国家会展中心上海,2018-03-14
纺织纺机,上海市,2018-03-16,2018中国国际家用纺织品及辅料春夏博览会,31.1954553942,121.308713553,国家会展中心上海,2018-03-14
电子电力,上海市,2018-03-16,2018慕尼黑上海电子展,31.2131561422,121.572795285,上海新国际博览中心,2018-03-14
机械工业,宁波市,2018-03-18,第十九届中国国际机械工业展览会,29.8753386335,121.620905706,宁波国际会展中心,2018-03-15
购物年货,重庆市,2018-02-11,2018第十一届中国重庆新春年货购物节暨全球40国嘉年华,29.5306353983,106.572540247,重庆南坪国际会展中心,2018-01-31
机械工业,天津市,2018-03-18,第十七届中国国际工业自动化技术装备展览会,39.1439299033,117.210813092,天津梅江国际会展中心,2018-03-15
购物年货,深圳市,2018-02-11,2018深圳迎春年货博览会,22.5363839471,114.066517985,深圳会展中心,2018-01-31
暖通制冷,上海市,2018-03-17,2018中国热泵热水采暖干燥及特种应用展览会,31.1737721999,121.434634495,上海光大会展中心,2018-03-15
建材五金,北京市,2018-03-17,2018中国国际建筑工程新技术新工艺新材料及新装备博览会暨2018中国国际建筑工业化及装配式建筑产业博览会,39.9678796505,116.449740311,中国国际展览中心,2018-03-15
运输物流,西安市,2018-03-18,2018中国国际航空航天新材料新工艺暨零部件应用展览会,34.2021162501,108.957182968,西安曲江国际会展中心,2018-03-15
购物年货,广州市,2018-02-11,2018广州年货展销会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-01-31
机械工业,西安市,2018-03-18,2018第二十五届中国西部国际装备制造业博览会,34.2021162501,108.957182968,西安曲江国际会展中心,2018-03-15
购物年货,郑州市,2018-02-11,2018年第八届全国购物节暨郑州精品年货博览会,34.7779586181,113.737286551,郑州国际会展中心,2018-02-03
礼品玩具,南京市,2018-03-18,2018中国江苏国际宠物水族用品展览会暨第四届中部国际宠物水族用品博览会,32.0822187335,118.813278296,南京国际展览中心,2018-03-16
机械工业,天津市,2018-03-18,2018第十四届中国天津国际机床展览会,39.1439299033,117.210813092,天津梅江国际会展中心,2018-03-15
建材五金,北京市,2018-03-18,2018第二十五届中国北京国际墙纸布艺展览会,40.0771398326,116.55524372,中国国际展览中心新馆,2018-03-15
医疗保健,北京市,2018-03-17,2018中国北京国际康复医疗器械辅具及健康管理展览会,39.9678796505,116.449740311,中国国际展览中心,2018-03-15
汽摩配件,深圳市,2018-03-02,2018第十六届深圳春季国际汽车改装服务业展览会,22.5363839471,114.066517985,深圳会展中心,2018-02-28
农林牧渔,北京市,2018-02-28,第二十八届中国国际钓鱼用品贸易展览会,40.0771398326,116.55524372,中国国际展览中心新馆,2018-02-26
印刷包装,上海市,2018-03-03,2018亚洲3D打印增材制造展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-03-01
医疗保健,北京市,2018-03-17,2018中国国际养老产业博览会,39.9678796505,116.449740311,中国国际展览中心,2018-03-15
体育休闲,廊坊市,2018-02-26,中国廊坊2018年春季渔具展销订货会,39.5186106251,116.703602223,廊坊国际会议展览中心,2018-02-24
汽摩配件,天津市,2018-03-18,2018中国天津国际汽车制造技术与装备展览会,39.1439299033,117.210813092,天津梅江国际会展中心,2018-03-15
旅游行业,广州市,2018-03-03,2018广州国际旅游展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-03-01
汽摩配件,北京市,2018-03-06,第26届中国国际汽车用品展览会,40.0771398326,116.55524372,中国国际展览中心新馆,2018-03-03
消费电子,广州市,2018-03-06,2018中国广州国际自助售货系统与设施博览交易会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-03-04
购物年货,烟台市,2018-02-11,2018烟台新春年货采购会,37.468154135,121.477110996,烟台国际博览中心,2018-02-03
贸易进出口,上海市,2018-03-05,第28届中国华东进出口商品交易会,31.2131561422,121.572795285,上海新国际博览中心,2018-03-01
机械工业,广州市,2018-03-06,2018广州国际模具展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-03-04
广告媒体,昆明市,2018-03-18,2018昆明国际广告标识及LED照明展,24.9491759312,102.714387262,昆明滇池国际会展中心,2018-03-16
广告媒体,广州市,2018-03-06,2018广州国际广告标识及LED展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-03-03
印刷包装,广州市,2018-03-06,2018广州国际3D打印展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-03-04
房产家居,广州市,2018-03-06,2018中国广州国际商业智能安全系统及智能柜存储柜展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-03-04
光电技术,广州市,2018-03-06,2018广州国际激光及焊接工业展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-03-04
奢侈品,上海市,2018-03-07,2018第十八届中国上海国际眼镜业展览会,31.1883954089,121.496502454,上海世博展览馆,2018-03-05
消费电子,广州市,2018-03-06,2018中国广州国际智能零售及无人售货博览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-03-04
化工橡塑,天津市,2018-03-18,2018中国天津国际塑料橡胶工业展览会,39.1439299033,117.210813092,天津梅江国际会展中心,2018-03-15
房产家居,台州市,2018-03-07,2018中国台州夏季居室用品展暨全国凉席产品交易会,28.5971689801,121.378335301,台州国际会展中心,2018-03-05
机械工业,广州市,2018-03-06,2018第二十二届中国广州国际工业自动化技术及装备展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-03-04
动漫游戏,重庆市,2018-02-04,2018第十七届comitime动漫嘉年华,30.6677096105,108.774151229,重庆陈家坪展览中心,2018-02-03
汽摩配件,北京市,2018-04-04,2018第68届北京国际汽保展览会暨汽车美容快修连锁经营展,40.0771398326,116.55524372,中国国际展览中心新馆,2018-04-01
创业加盟,广州市,2018-03-06,2018第三十六届广州特许连锁加盟展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-03-04
农林牧渔,太原市,2018-04-03,第十届山西太原国际畜牧业交易会,37.8665659905,112.515495864,山西省展览馆,2018-04-01
美容美发,义乌市,2018-04-03,2018第六届中国义乌美容化妆品日化产品原料技术及设备包装展,29.3180339775,120.11986657,义乌国际博览中心,2018-04-01
文化教育,义乌市,2018-04-03,2018中国国际成人保健及生殖健康展览会,29.3180339775,120.11986657,义乌国际博览中心,2018-04-01
机械工业,济南市,2018-03-08,第十三届中国山东国际农业机械展览会,36.6923183256,117.130223505,济南国际会展中心,2018-03-06
广告媒体,哈尔滨市,2018-03-07,2018中国哈尔滨第二十届国际广告新媒体新技术新设备新材料展示交易会暨国际广告标识LED照明展览会,45.761640504,126.715995683,哈尔滨国际会展体育中心A,2018-03-05
建材五金,厦门市,2018-03-09,2018第十八届中国厦门国际石材展览会,24.4735054247,118.189009566,厦门国际会展中心,2018-03-06
婚庆婚博,北京市,2018-04-03,2018第二十二届中国北京婚纱及摄影器材艺术框业博览会,39.9678796505,116.449740311,中国国际展览中心,2018-04-01
广告媒体,广州市,2018-03-06,2018第十八届广州国际广告展,23.1016239365,113.374149961,广州保利世贸展览馆,2018-03-03
纺织纺机,北京市,2018-04-04,2018北京国际面料辅料及纱线春夏展览会,39.9678796505,116.449740311,中国国际展览中心,2018-04-02
环保水处理,北京市,2018-04-04,2018第十二届中国国际新风空气净化及净水设备展览会,40.0050493821,116.396532673,北京国家会议中心,2018-04-02
机械工业,义乌市,2018-04-03,2018第9届中国义乌机械工业博览会,29.3180339775,120.11986657,义乌国际博览中心,2018-04-01
环保水处理,广州市,2018-04-04,2018广州国际水处理技术与设备展览会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-04-02
机械工业,北京市,2018-04-04,2018第十二届中国国际锅炉及新型供暖设备展览会,40.0050493821,116.396532673,北京国家会议中心,2018-04-02
机械工业,上海市,2018-04-04,2018中国国际进出口轴承及轴承装备展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-04-02
能源矿产,济南市,2018-04-04,2018第十三届中国济南国际太阳能利用大会暨展览会,36.6827847272,117.024967066,济南高新国际会展中心,2018-04-02
环保水处理,北京市,2018-04-04,2018第十届中国国际脱硫脱硝及除尘技术设备展览会,40.0050493821,116.396532673,北京国家会议中心,2018-04-02
机械工业,上海市,2018-04-04,2018上海国际工业自动化及机器人展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-04-02
建材五金,广州市,2018-04-04,2018广东国际泵管阀展,23.1016239365,113.374149961,广州保利世贸展览馆,2018-04-02
美容美发,济南市,2018-04-04,2018中国济南国际美容美发化妆品产业博览会,36.5435906037,116.806545968,济南园博园国际会展中心,2018-04-02
环保水处理,北京市,2018-04-04,第十届中国北京国际袋式除尘技术与设备展览会,40.0050493821,116.396532673,北京国家会议中心,2018-04-02
体育休闲,广州市,2018-04-05,2018亚洲影剧院技术及设施展,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-04-03
体育休闲,广州市,2018-04-05,2018亚洲乐园及景点博览会暨广州国际电玩及游艺设备主题公园与文旅产业展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-04-03
环保水处理,北京市,2018-04-04,2018第十二届中国国际节能减排展览会,40.0771398326,116.55524372,中国国际展览中心新馆,2018-04-02
医疗保健,广州市,2018-04-07,2018第二十三届华南国际口腔展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-04-04
房产家居,深圳市,2018-04-06,2018深圳名品家博会,22.5363839471,114.066517985,深圳会展中心,2018-04-04
孕婴童,深圳市,2018-04-06,2018深圳母婴博览会,22.5363839471,114.066517985,深圳会展中心,2018-04-04
房产家居,上海市,2018-04-04,2018中国上海国际智能家居展览会全智展,31.2131561422,121.572795285,上海新国际博览中心,2018-04-02
农林牧渔,哈尔滨市,2018-04-05,2018东北三省畜牧业交易会暨哈尔滨畜牧产业博览会,45.7618810735,126.701914385,哈尔滨国际会展中心,2018-04-03
安全防护,郑州市,2018-04-05,2018第十六届中国郑州社会公共安全产品博览会,34.7779586181,113.737286551,郑州国际会展中心,2018-04-03
体育休闲,广州市,2018-04-05,2018第十二届广州国际台球及配套设施展,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-04-03
钢铁冶金,上海市,2018-11-21,2018第十四届中国上海国际铸造展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-11-19
孕婴童,北京市,2018-11-22,2018中国北京国际幼教装备及用品展览会,39.9678796505,116.449740311,中国国际展览中心,2018-11-20
文化教育,北京市,2018-11-22,2018中国国际教育装备及智慧教育展览会,39.9678796505,116.449740311,中国国际展览中心,2018-11-20
医疗保健,广州市,2018-04-04,2018中国广州国际康复设备暨福祉辅具展览会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-04-02
印刷包装,广州市,2018-11-23,2018中国国际网印及数字化印刷展,23.1016239365,113.374149961,广州保利世贸展览馆,2018-11-21
食品饮料,北京市,2018-11-23,2018北京世界食品博览会,40.0050493821,116.396532673,北京国家会议中心,2018-11-21
美容美发,厦门市,2018-11-24,2018福建厦门海峡两岸美容美发美体化妆用品展览会,24.4735054247,118.189009566,厦门国际会展中心,2018-11-22
食品饮料,上海市,2018-11-24,2018亚洲果蔬产业博览会,31.1954553942,121.308713553,国家会展中心上海,2018-11-22
食品饮料,北京市,2018-11-28,2018北京国际火锅食材用品展览会,39.9678796505,116.449740311,中国国际展览中心,2018-11-26
汽摩配件,上海市,2018-12-01,2018上海国际汽车零配件维修检测诊断设备及服务用品展览会,31.1954553942,121.308713553,国家会展中心上海,2018-11-28
消费电子,宁波市,2018-11-30,2018中国宁波家电配件采购展览会,29.8753386335,121.620905706,宁波国际会展中心,2018-11-28
机械工业,上海市,2018-11-30,2018第九届中国国际工程机械建材机械矿山机械工程车辆及设备博览会上海宝马展,31.2131561422,121.572795285,上海新国际博览中心,2018-11-27
机械工业,郑州市,2018-11-25,2018中国郑州国际电梯展览会,34.7779586181,113.737286551,郑州国际会展中心,2018-11-23
创业加盟,北京市,2018-11-28,CAE第十三届中国国际加盟展览会,40.0050493821,116.396532673,北京国家会议中心,2018-11-26
美容美发,深圳市,2018-04-06,2018深港韩时尚美容博览会,22.5363839471,114.066517985,深圳会展中心,2018-04-04
创业加盟,上海市,2018-12-02,2018第十六届上海理财博览会,31.2308893627,121.459315403,上海展览中心,2018-11-30
建材五金,广州市,2018-12-06,第二十三届中国国际涂料油墨及粘合剂展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-12-04
食品饮料,北京市,2018-12-06,第九届IEOE中国国际食用油产业博览会,39.9678796505,116.449740311,中国国际展览中心,2018-12-04
机械工业,北京市,2018-11-23,2018第十四届中国北京国际煤炭装备及矿山技术设备展览会,39.9678796505,116.449740311,中国国际展览中心,2018-11-21
消费电子,上海市,2018-12-09,2018上海国际潮流暨蒸汽文化周,31.2131561422,121.572795285,上海新国际博览中心,2018-12-07
安全防护,上海市,2018-12-14,2018第十三届上海国际消防保安技术设备展览会,31.1883954089,121.496502454,上海世博展览馆,2018-12-12
旅游行业,深圳市,2018-12-02,2018中国深圳国际旅游博览会,22.5363839471,114.066517985,深圳会展中心,2018-11-30
美容美发,昆明市,2018-12-14,2018中国昆明国际美容美发化妆品博览会,25.015358103,102.73777829,昆明国际会展中心,2018-12-12
美容美发,南宁市,2018-12-08,2018中国南宁国际高端美容院线产品及化妆品产业博览会,22.8143952219,108.385721653,广西南宁国际会展中心,2018-12-06
酒店用品,广州市,2018-12-19,2018上海国际酒店用品博览会广州,23.1016239365,113.374149961,广州保利世贸展览馆,2018-12-17
广告媒体,福州市,2018-03-23,2018福州国际广告标识及LED照明展,26.0331597918,119.371239184,福州海峡国际会展中心,2018-03-21
食品饮料,上海市,2018-12-14,2018第十三届中国上海国际肉类工业展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-12-12
礼品玩具,上海市,2018-12-16,2018上海国际宠物食品用品及宠物医疗展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-12-13
电子电力,深圳市,2018-12-12,2018深圳国际锂电技术展览会,22.5363839471,114.066517985,深圳会展中心,2018-12-10
机械工业,石家庄,2018-03-24,2018第十五届河北国际装备制造业展览会,38.6138397493,115.661433624,河北汇春博览中心,2018-03-21
建材五金,北京市,2018-03-24,2018第十七届中国国际门业展览会第五届中国国际集成定制家居展览会,40.0771398326,116.55524372,中国国际展览中心新馆,2018-03-21
安全防护,武汉市,2018-03-23,2018中国湖北国际公共安全技术产品博览会,30.5133201709,114.248155501,武汉国际博览中心,2018-03-21
食品饮料,赤峰市,2018-03-22,2018第九届中国国际薯业博览会,42.2971123203,118.930761192,内蒙古赤峰市国际会展中心,2018-03-21
消费电子,郑州市,2018-03-23,2018第九届中国郑州国际厨卫电器及净水设备展览会,34.7779586181,113.737286551,郑州国际会展中心,2018-03-21
酒店用品,广州市,2018-12-18,2018第二十五届广州国际酒店设备用品博览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-12-16
食品饮料,深圳市,2018-12-17,第十七届中国深圳国际茶产业博览会暨紫砂陶瓷红木茶具用品展,22.5363839471,114.066517985,深圳会展中心,2018-12-13
房产家居,北京市,2018-03-23,2018中国国际睡眠科技产业博览会暨中国睡眠产业峰会,39.9462556053,116.350718971,北京展览馆,2018-03-21
食品饮料,成都市,2018-03-24,2018年第98届全国糖酒商品交易会,30.6799428454,104.067923463,成都西博城国际会展中心,2018-03-22
文化教育,武汉市,2018-03-25,2018中国武汉国际乐器展览会,30.5133201709,114.248155501,武汉国际博览中心B4B5馆,2018-03-22
建材五金,上海市,2018-03-23,第23届中国国际建筑贸易博览会,31.1954553942,121.308713553,国家会展中心上海,2018-03-21
机械工业,苏州市,2018-03-25,2018第15届苏州国际工业博览会,31.3292782289,120.715803186,苏州国际博览中心,2018-03-22
机械工业,郑州市,2018-03-24,2018中国中部郑州国际装备制造业博览会,34.7779586181,113.737286551,郑州国际会展中心,2018-03-22
信息通信,北京市,2018-03-24,2018中国国际广播电视信息网络展览会,39.9678796505,116.449740311,中国国际展览中心,2018-03-22
印刷包装,上海市,2018-03-23,2018亚洲瓦楞精品展,31.1954553942,121.308713553,国家会展中心上海,2018-03-21
食品饮料,上海市,2018-03-24,2018第二十二届中国国际食品添加剂和配料展览会暨第二十八届全国食品添加剂生产应用技术展示会,31.1954553942,121.308713553,国家会展中心上海,2018-03-22
医疗保健,贵阳市,2018-03-24,第十九届中国贵阳国际医疗器械设备与技术展览会,26.6478637853,106.652508616,贵阳国际会议展览中心,2018-03-22
创业加盟,上海市,2018-03-24,2018上海国际餐饮美食加盟展,31.1883954089,121.496502454,上海世博展览馆,2018-03-22
医疗保健,上海市,2018-03-25,2018中国国际眼科和视光技术及设备展览会,31.2285332734,121.398892922,上海跨国采购会展中心,2018-03-23
化工橡塑,郑州市,2018-03-24,2018中国郑州塑料产业博览会,34.7779586181,113.737286551,郑州国际会展中心,2018-03-22
医疗保健,济南市,2018-03-24,2018第三十九届中国国际医疗器械山东博览会春暨医院管理国际系列论坛,36.6923183256,117.130223505,济南国际会展中心,2018-03-22
医疗保健,南宁市,2018-03-25,第二十九届北部湾广西医疗器械展览会,22.8143952219,108.385721653,广西南宁国际会展中心,2018-03-23
环保水处理,厦门市,2018-03-24,2018中国厦门国际水展暨海丝之路水安全科技会议,24.4735054247,118.189009566,厦门国际会展中心,2018-03-22
交通工具,天津市,2018-03-25,2018第十八届中国北方国际自行车电动车展览会,39.1439299033,117.210813092,天津梅江国际会展中心,2018-03-23
