category,city,name,site_lat,site_lng,site_name,start_time,end_time
礼品玩具,上海市,2018第二十一届亚洲宠物展览会,31.21315614,121.5727953,上海新国际博览中心,2018/8/22,2018/8/26
文化教育,东莞市,2018东莞国际佛事用品博览会,22.9062441,113.6672813,广东现代国际展览中心,2018/8/24,2018/8/27
建材五金,临沂市,2018第七届中国临沂五金博览会,35.02493094,118.4178788,临沂国际会展中心,2018/6/11,2018/6/13
美容美发,太原市,2018中国山西国际美容美发美体化妆用品博览会,37.86340281,112.534922,中国煤炭博物馆迎泽大街晋祠路口,2018/6/11,2018/6/13
消费电子,上海市,2018上海国际跨媒体技术装备创新博览会,31.18839541,121.4965025,上海世博展览馆,2018/6/11,2018/6/13
仪器仪表,上海市,2018上海国际试验机与试验设备展览会,31.1737722,121.4346345,上海光大会展中心,2018/6/12,2018/6/14
交通工具,上海市,2018上海国际智慧停车设备展览会,31.18839541,121.4965025,上海世博展览馆,2018/6/11,2018/6/13
汽摩配件,上海市,2018上海国际汽车制造技术装备及材料展览会,31.18839541,121.4965025,上海世博展览馆,2018/6/11,2018/6/13
音响乐器,北京市,第二十七届中国国际专业音响灯光乐器及技术展览会音响灯光展,40.00504938,116.3965327,北京国家会议中心,2018/8/23,2018/8/25
电子电力,广州市,2018亚洲电力电工暨智能电网展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/6/11,2018/6/13
房产家居,苏州市,第十届苏州家具展览会,31.32927823,120.7158032,苏州国际博览中心,2018/6/13,2018/6/16
消费电子,上海市,2018亚洲消费电子展,31.21315614,121.5727953,上海新国际博览中心,2018/6/13,2018/6/15
暖通制冷,上海市,2018上海国际电热技术与设备展览会,31.1737722,121.4346345,上海光大会展中心,2018/6/12,2018/6/14
机械工业,北京市,第十四届中国北京国际动力传动与控制技术展览会,39.96787965,116.4497403,中国国际展览中心,2018/6/13,2018/6/15
医疗保健,上海市,2018中国国际养老辅具及康复医疗博览会,31.21315614,121.5727953,上海新国际博览中心,2018/6/13,2018/6/15
安全防护,郑州市,2018中国郑州国际消防设备技术展览会,34.77795862,113.7372866,郑州国际会展中心,2018/6/13,2018/6/15
房产家居,成都市,2018第十八届中国成都建筑及装饰材料博览会暨整体家居衣柜展,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/6/13,2018/6/15
建材五金,成都市,2018第十八届中国成都建筑及装饰材料博览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/6/13,2018/6/15
电子电力,广州市,2018中国广州国际电线电缆及附件展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/6/11,2018/6/13
机械工业,上海市,2018中国上海国际矿山起重运输机械展览会,31.21315614,121.5727953,上海新国际博览中心,2018/6/13,2018/6/15
机械工业,深圳市,2018第22届华南国际工业自动化展,22.53638395,114.066518,深圳会展中心,2018/6/27,2018/6/29
机械工业,广州市,2018东莞机械制造工业联盟展览会,22.9062441,113.6672813,广东现代国际展览中心,2018/6/12,2018/6/14
食品饮料,北京市,2018北京国际烘焙与高端食品饮料展览会,40.00504938,116.3965327,北京国家会议中心,2018/6/27,2018/6/29
美容美发,贵阳市,2018中国贵阳国际美容美发美体化妆用品博览会,26.64786379,106.6525086,贵阳国际会议展览中心,2018/6/13,2018/6/15
化工橡塑,上海市,2018上海国际家用洗涤用品展览会,31.1737722,121.4346345,上海光大会展中心,2018/6/27,2018/6/29
电子电力,上海市,2018第十八届中国国际电机博览会暨发展论坛,31.21315614,121.5727953,上海新国际博览中心,2018/6/13,2018/6/15
化工橡塑,上海市,2018中国上海国际粉体材料及加工装备展览会,31.21315614,121.5727953,上海新国际博览中心,2018/6/13,2018/6/15
信息通信,上海市,2018年世界移动通信博览会,31.21315614,121.5727953,上海新国际博览中心,2018/6/27,2018/6/29
文化艺术,上海市,2018上海国际电影论坛暨展览会,31.18839541,121.4965025,上海世博展览馆,2018/6/13,2018/6/22
医疗保健,上海市,取消2018上海国际妇产医疗及生殖健康展览会,31.1737722,121.4346345,上海光大会展中心,2018/6/27,2018/6/29
文化教育,呼和浩特市,2018年首届内蒙古现代教育装备技术展示,40.83103448,111.754918,内蒙古国际会展中心,2018/6/27,2018/6/29
孕婴童,上海市,2018上海孕婴童与儿童体验品牌展览会,31.21315614,121.5727953,上海新国际博览中心,2018/6/27,2018/6/29
创业加盟,上海市,2018上海海外置业移民留学展览会,31.21315614,121.5727953,上海新国际博览中心,2018/6/27,2018/6/29
创业加盟,上海市,2018上海第二十六届创业项目投资暨连锁加盟展览会,31.21315614,121.5727953,上海新国际博览中心,2018/6/27,2018/6/29
食品饮料,厦门市,2018第十届中国厦门国际素食暨有机食品展览会,24.47350542,118.1890096,厦门国际会展中心,2018/5/10,2018/5/14
暖通制冷,重庆市,2018中国西部国际制冷空调供热通风及食品冷冻加工展览会,29.72482313,106.548697,重庆国际博览中心,2018/5/10,2018/5/12
食品饮料,上海市,2018第十五届上海餐饮食品博览会,31.21315614,121.5727953,上海新国际博览中心,2018/6/27,2018/6/29
美容美发,哈尔滨市,第三十四届哈尔滨亚太美容美发化妆品博览会,45.76188107,126.7019144,哈尔滨国际会展中心,2018/5/10,2018/5/12
孕婴童,义乌市,2018年义乌国际自行车童车玩具及配件博览会,29.31803398,120.1198666,义乌国际博览中心,2018/5/10,2018/5/12
安全防护,成都市,2018第十八届中国成都国际社会公共安全产品与技术展览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/5/10,2018/5/12
医疗保健,淄博市,2018中国国际化工产品及技术装备展览会,36.79599859,118.0024641,淄博国际会展中心,2018/5/10,2018/5/12
文化教育,厦门市,2018中国厦门国际佛事用品春季展览会,24.47350542,118.1890096,厦门国际会展中心,2018/5/10,2018/5/14
建材五金,上海市,2018第七届中国国际桥梁与隧道技术大会暨2018中国国际桥梁与隧道工程技术装备展览会,31.20722582,121.4064088,上海世贸商城,2018/5/10,2018/5/12
食品饮料,合肥市,2018第十六届中国安徽国际糖酒食品交易会,31.76140865,117.3035499,合肥滨湖国际会展中心,2018/5/11,2018/5/13
食品饮料,北京市,2018北京国际葡萄酒烈酒展览会,39.94700886,116.4703069,北京全国农业展览馆,2018/5/10,2018/5/12
医疗保健,上海市,2018上海养生品牌博览会,31.21315614,121.5727953,上海新国际博览中心,2018/6/27,2018/6/29
农林牧渔,长沙市,2018中部湖南品牌渔具暨户外装备展览会,28.21018409,112.9961787,湖南省展览馆,2018/5/11,2018/5/13
食品饮料,济南市,2018第十七届山东茶文化博览交易会,36.64102085,117.0306755,济南舜耕国际会展中心,2018/5/11,2018/5/14
农林牧渔,上海市,2018上海全国优质农产品博览会,31.1737722,121.4346345,上海光大会展中心,2018/5/11,2018/5/13
医疗保健,上海市,2018第八届中国上海国际医疗旅游展览会,31.23088936,121.4593154,上海展览中心,2018/5/11,2018/5/13
医疗保健,合肥市,2018国际养生大会暨第四届安徽国际养生养老产业博览会,31.78596041,117.2296822,安徽国际会展中心,2018/5/11,2018/5/13
机械工业,宁波市,2018第十一届中国宁海国际机床与模具技术展览会,29.32677718,121.4416914,宁海国际会展中心,2018/5/11,2018/5/13
广告媒体,临沂市,2018第十一届中国临沂广告耗材设备及LED春季博览会,35.02493094,118.4178788,临沂国际会展中心,2018/5/12,2018/5/14
食品饮料,厦门市,第九届中国厦门国际茶业博览会春季,24.47350542,118.1890096,厦门国际会展中心,2018/5/10,2018/5/14
建材五金,呼和浩特市,2018第六届内蒙古国际建筑节能建材及室内装饰材料博览会,40.83103448,111.754918,内蒙古国际会展中心,2018/5/12,2018/5/14
仪器仪表,上海市,2018上海国际材料分析测试仪器与实验室设备展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/14,2018/5/16
食品饮料,上海市,2018中国上海国际茶业博览会,31.18839541,121.4965025,上海世博展览馆,2018/5/10,2018/5/13
食品饮料,武汉市,2018中国武汉春季茶业博览交易会暨紫砂陶瓷茶具工艺品展,30.58559884,114.2802309,武汉国际会展中心,2018/5/12,2018/5/15
机械工业,上海市,2018上海国际超导薄膜及超导电子器件展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/14,2018/5/16
机械工业,长沙市,2018中国中部长沙国际装备制造业博览会,28.1826853,112.988523,长沙国际会展中心新馆,2018/5/11,2018/5/13
房产家居,北京市,第二届北京国际家居展暨中国生活节,40.07713983,116.5552437,中国国际展览中心新馆,2018/6/14,2018/6/17
安全防护,太原市,2018第五届中国太原社会公共安全产品暨警用装备消防科技博览会,37.8227246,112.5414777,中国太原煤炭交易中心,2018/6/14,2018/6/16
食品饮料,广州市,2018世界食品广州展,23.10162394,113.37415,广州保利世贸展览馆,2018/6/15,2018/6/17
文化教育,郑州市,2018中原国际佛教文化暨佛事用品博览会,34.77795862,113.7372866,郑州国际会展中心,2018/6/14,2018/6/17
孕婴童,北京市,2018第20届北京国际玩具及幼教用品展览会,39.96787965,116.4497403,中国国际展览中心,2018/5/12,2018/5/14
食品饮料,广州市,2018中国广州国际食品食材展览会,23.10162394,113.37415,广州保利世贸展览馆,2018/6/15,2018/6/17
奢侈品,郑州市,2018第十一届郑州国际珠宝玉文化博览会,34.77795862,113.7372866,郑州国际会展中心,2018/6/14,2018/6/17
食品饮料,上海市,2018中国国际烘焙展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/14,2018/5/16
孕婴童,郑州市,2018第十四届中国郑州国际幼儿教育春夏博览会,34.75380409,113.712761,河南郑州中原国际博览中心,2018/6/15,2018/6/17
食品饮料,上海市,2018亚洲健康天然原料中国展,31.21315614,121.5727953,上海新国际博览中心,2018/6/20,2018/6/22
贸易进出口,上海市,2018第十八届世界制药原料中国展,31.21315614,121.5727953,上海新国际博览中心,2018/6/20,2018/6/22
建材五金,临沂市,2018中国临沂门博会暨移门系统门窗展,35.02493094,118.4178788,临沂国际会展中心,2018/6/18,2018/6/20
创业加盟,深圳市,2018第十届中国深圳国际品牌特许加盟展,22.53638395,114.066518,深圳会展中心,2018/6/15,2018/6/17
美容美发,南京市,2018第二十七届南京国际美容美发化妆品博览会,32.08221873,118.8132783,南京国际展览中心,2018/6/20,2018/6/22
酒店用品,北京市,2018北京国际酒店用品博览会,39.96787965,116.4497403,中国国际展览中心,2018/6/21,2018/6/23
信息通信,北京市,2018第七届中国国防信息化装备与技术展览会,39.96787965,116.4497403,中国国际展览中心,2018/6/21,2018/6/23
消费电子,深圳市,第十一届国际触控显示暨应用深圳展览会,22.53638395,114.066518,深圳会展中心,2018/6/21,2018/6/23
婚庆婚博,上海市,2018夏季中国婚博会,31.18839541,121.4965025,上海世博展览馆,2018/6/16,2018/6/17
机械工业,上海市,2018第九届上海紧固件专业展,31.19545539,121.3087136,国家会展中心上海,2018/6/20,2018/6/22
医疗保健,上海市,2018第九届中国国际健康产展览会,31.21315614,121.5727953,上海新国际博览中心,2018/6/20,2018/6/22
房产家居,大连市,2018第二十三届中国国际家具大连展览会,38.8911472,121.5983697,大连世界博览广场,2018/6/21,2018/6/24
食品饮料,成都市,2018中国成都烘焙展览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/6/21,2018/6/23
皮革鞋业,上海市,2018第十五届上海国际箱包皮具手袋展览会,31.1737722,121.4346345,上海光大会展中心,2018/6/21,2018/6/23
奢侈品,深圳市,2018第二十九届中国深圳国际钟表展览会,22.53638395,114.066518,深圳会展中心,2018/6/21,2018/6/24
皮革鞋业,上海市,2018第十五届上海国际鞋类博览会,31.1737722,121.4346345,上海光大会展中心,2018/6/21,2018/6/23
文化艺术,广州市,2018广州艺术交易博览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/6/22,2018/6/25
礼品玩具,成都市,2018第十届中国成都礼品及家居用品展览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/6/21,2018/6/23
办公用品,上海市,第112届中国文化用品商品交易会,31.21315614,121.5727953,上海新国际博览中心,2018/6/27,2018/6/29
环保水处理,北京市,2018北京国际空气净化新风系统及净水设备展览会,39.96787965,116.4497403,中国国际展览中心,2018/6/21,2018/6/23
医疗保健,上海市,2018上海国际口腔清洁护理用品展览会,31.1737722,121.4346345,上海光大会展中心,2018/6/27,2018/6/29
机械工业,上海市,2018上海国际服务机器人技术及应用展览会,31.21315614,121.5727953,上海新国际博览中心,2018/6/27,2018/6/29
暖通制冷,成都市,2018中国成都供热通风空调及舒适家居系统展,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/6/13,2018/6/15
消费电子,上海市,2018上海国际全触与显示展,31.21315614,121.5727953,上海新国际博览中心,2018/6/27,2018/6/29
建材五金,大连市,第二十三届中国国际建筑装饰材料展览会,38.8911472,121.5983697,大连世界博览广场,2018/6/21,2018/6/24
机械工业,广州市,2018第八届中国广州国际粮油机械及包装设备展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/6/28,2018/6/30
医疗保健,广州市,IHE2018第27届广州国际大健康产业博览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/6/28,2018/6/30
化工橡塑,上海市,2018第十九届中国上海国际胶粘带保护膜及光学膜展览会,31.21315614,121.5727953,上海新国际博览中心,2018/6/27,2018/6/29
纺织纺机,青岛市,2018年第十届青岛国际纺织印花工业展览会,36.43093516,120.7191839,青岛国际博览中心,2018/6/28,2018/6/30
食品饮料,成都市,2018第九届中国奶业大会暨2018中国奶业展览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/6/28,2018/6/30
食品饮料,广州市,2018第七届中国广州国际高端饮用水产业博览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/6/28,2018/6/30
体育休闲,南京市,2018亚洲户外用品展览会,32.00017759,118.7241743,南京国际博览中心,2018/6/28,2018/7/1
医疗保健,哈尔滨市,2018哈尔滨第二十一届中外医疗器械展览会,45.76188107,126.7019144,哈尔滨国际会展中心,2018/6/28,2018/6/30
食品饮料,广州市,2018第十二届中国广州国际食用油及橄榄油产业展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/6/28,2018/6/30
创业加盟,北京市,2018第四届北京微商博览会,40.00504938,116.3965327,北京国家会议中心,2018/6/28,2018/6/30
安全防护,广州市,2018第八届中国广州国际消防安全与应急装备展览会,23.10162394,113.37415,广州保利世贸展览馆,2018/6/28,2018/6/30
食品饮料,烟台市,2018第十三届东亚国际食品交易博览会,37.46815414,121.477111,烟台国际博览中心,2018/6/29,2018/7/2
食品饮料,广州市,2018年第18届中国广州国际食品展暨进口食品展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/6/28,2018/6/30
食品饮料,深圳市,第十六届中国深圳国际茶产业博览会暨紫砂陶瓷红木茶具用品展,22.53638395,114.066518,深圳会展中心,2018/6/28,2018/7/1
消费电子,北京市,第十七届中国国际电子信息产业博览会,39.78725915,116.5326758,北京亦创国际会展中心,2018/6/28,2018/6/30
文化艺术,北京市,2018中国艺术教育博览会暨改革开放四十周年艺术教育成果展,39.96787965,116.4497403,中国国际展览中心,2018/6/30,2018/7/2
美容美发,长沙市,2018中国长沙国际美容美发化妆品产业博览会春季,28.24062286,113.0559345,湖南国际会展中心,2018/6/28,2018/6/30
体育休闲,成都市,2018中国成都景点乐园及游乐设施博览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/6/29,2018/7/1
安全防护,北京市,2018第四届中国军民融合技术装备博览会,40.00504938,116.3965327,北京国家会议中心,2018/7/2,2018/7/4
汽摩配件,上海市,2018上海国际汽车制造技术与装备及材料展览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/4,2018/7/7
食品饮料,太原市,2018第5届中国太原国际茶产业博览会暨紫砂陶瓷茶具用品展,37.8227246,112.5414777,中国太原煤炭交易中心,2018/7/27,2018/7/30
消费电子,北京市,2018北京国际自动售货机自助售货系统与设施展览会,39.96787965,116.4497403,中国国际展览中心,2018/7/5,2018/7/7
机械工业,上海市,2018中国国际机器人展览会,31.19545539,121.3087136,国家会展中心上海,2018/7/4,2018/7/7
食品饮料,广州市,第27届中国广州国际食品加工包装机械及配套设备展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/6/28,2018/6/30
食品饮料,青岛市,2018中国青岛国际食品博览会,36.11040075,120.4806224,青岛国际会展中心,2018/7/27,2018/7/29
皮革鞋业,青岛市,2018第二十届中国青岛国际皮革鞋机鞋材展览会,36.43093516,120.7191839,青岛国际博览中心,2018/6/28,2018/6/30
奢侈品,北京市,2018第七届北京国际顶级生活品牌奢侈品博览会,39.96787965,116.4497403,中国国际展览中心,2018/7/27,2018/7/29
农林牧渔,合肥市,2018中国国际现代渔业暨渔业科技博览会,31.75753327,117.304893,滨湖国际会展中心,2018/6/22,2018/6/24
食品饮料,青岛市,2018第十五届中国国际食品加工与包装设备青岛展览会,36.11040075,120.4806224,青岛国际会展中心,2018/8/2,2018/8/5
建材五金,青岛市,2018中国青岛国际建筑装饰博览会,36.11040075,120.4806224,青岛国际会展中心,2018/8/2,2018/8/4
信息通信,深圳市,2018第十届中国深圳国际物联网博览会,22.53638395,114.066518,深圳会展中心,2018/7/31,2018/8/2
食品饮料,南京市,2018中国江苏国际糖酒食品交易会,32.08221873,118.8132783,南京国际展览中心,2018/8/3,2018/8/5
建材五金,佛山市,2018中国广东石材及设备展览会,23.11889678,113.2628807,广东潭州国际会展中心,2018/8/6,2018/8/8
机械工业,青岛市,2018第21届青岛国际机床展览会,36.43093516,120.7191839,青岛国际博览中心,2018/8/2,2018/8/6
化工橡塑,青岛市,2018第二十届青岛中国塑胶产业博览会,36.11040075,120.4806224,青岛国际会展中心,2018/8/2,2018/8/4
建材五金,上海市,2018中国国际门窗幕墙博览会,31.21315614,121.5727953,上海新国际博览中心,2018/8/10,2018/8/12
机械工业,上海市,2018上海国际工业装配与传输技术展览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/4,2018/7/7
纺织纺机,泉州市,2018福建晋江国际印花工业技术展览会,24.78566698,118.5737588,晋江SM国际展览中心,2018/8/8,2018/8/10
广告媒体,成都市,2018第二十二届四川广告设备器材暨LED展,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/8/10,2018/8/12
安全防护,太原市,第十届中国山西国际智慧城市暨社会公共安全产品展览会,37.82070986,112.5397874,山西国际展览中心,2018/8/14,2018/8/16
房产家居,上海市,2018上海国际生活用品家居装饰品美容美发健康展览会,31.20722582,121.4064088,上海世贸商城,2018/8/1,2018/8/3
农林牧渔,乌鲁木齐市,2018第18届中国新疆国际农业博览会,43.88420073,87.62754646,新疆国际会展中心,2018/8/8,2018/8/10
食品饮料,上海市,2018第二十届国际高端健康食用油及橄榄油上海博览会,31.21315614,121.5727953,上海新国际博览中心,2018/8/15,2018/8/17
汽摩配件,上海市,2018中国国际汽车轻量化技术成果展览会,31.28466588,121.1749216,上海汽车会展中心,2018/8/15,2018/8/17
机械工业,青岛市,2018第二十届中国国际工业自动化技术及装备展览会,36.43093516,120.7191839,青岛国际博览中心,2018/8/2,2018/8/6
酒店用品,成都市,2018成都国际酒店用品及餐饮博览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/8/10,2018/8/12
环保水处理,广州市,2018中国广州国际洁净技术与设备展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/8/16,2018/8/18
医疗保健,上海市,2018中国国际健康产业博览会,31.21315614,121.5727953,上海新国际博览中心,2018/8/15,2018/8/17
汽摩配件,上海市,2018中国上海国际汽车内饰与外饰展览会,31.28466588,121.1749216,上海汽车会展中心,2018/8/15,2018/8/17
食品饮料,上海市,2018亚洲上海国际食品饮料展览会暨进口食品博览会,31.21315614,121.5727953,上海新国际博览中心,2018/8/15,2018/8/17
环保水处理,上海市,2018第8届上海建筑给排水海绵城市及综合管廊建设展览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/18,2018/7/20
建材五金,上海市,第十届上海国际木制环保建筑博览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/18,2018/7/20
建材五金,上海市,2018第20届上海国际别墅配套设施博览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/18,2018/7/20
建材五金,上海市,第29届绿色建筑建材博览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/18,2018/7/20
创业加盟,上海市,2018中国无人店大会暨上海国际无人值守零售展览会,31.21315614,121.5727953,上海新国际博览中心,2018/8/15,2018/8/17
钢铁冶金,上海市,第十三届中国国际压铸会议暨展览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/18,2018/7/20
纸业制品,郑州市,2018中国郑州生活用纸产品技术展览会,34.77795862,113.7372866,郑州国际会展中心,2018/8/11,2018/8/13
交通工具,大连市,2018大连国际汽车展览会,38.8911472,121.5983697,大连世界博览广场,2018/8/15,2018/8/19
房产家居,上海市,2018中国上海智能家居展览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/18,2018/7/20
纺织纺机,上海市,2018上海国际数码印花工业应用展,31.21315614,121.5727953,上海新国际博览中心,2018/7/18,2018/7/20
建材五金,上海市,2018国际绿色建筑建材上海博览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/18,2018/7/20
电子电力,北京市,2018中国北京国际连接器线缆及线束加工设备展览会,39.96787965,116.4497403,中国国际展览中心,2018/7/19,2018/7/21
汽摩配件,上海市,2018上海国际节能与新能源汽车产业博览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/18,2018/7/20
安全防护,广州市,2018第四届广东军民融合技术系列展,23.1036931,113.3668379,南丰国际会展中心,2018/7/20,2018/7/21
贸易进出口,广州市,2018中国广州国际跨境电商展暨跨境商品博览,23.10162394,113.37415,广州保利世贸展览馆,2018/7/21,2018/7/23
食品饮料,哈尔滨市,2018中国东北国际酒业博览会,45.76188107,126.7019144,哈尔滨国际会展中心,2018/7/20,2018/7/22
文化教育,上海市,2018上海国际智慧教育装备展览会,31.24916171,121.4878995,上海跨国国际博览中心,2018/7/22,2018/7/24
奢侈品,北京市,2018北京夏季珠宝展,39.96787965,116.4497403,中国国际展览中心,2018/7/19,2018/7/23
机械工业,乌鲁木齐市,2018第八届新疆国际工程机械建筑机械及专用车辆博览会,43.88420073,87.62754646,新疆国际会展中心,2018/7/18,2018/7/20
医疗保健,青岛市,2018第二十届中国青岛国际医疗器械暨医院采购大会,36.11040075,120.4806224,青岛国际会展中心,2018/7/5,2018/7/7
汽摩配件,北京市,2018北京国际汽车制造暨工业装配博览会,39.96787965,116.4497403,中国国际展览中心,2018/7/19,2018/7/21
体育休闲,上海市,2018亚洲夏季运动用品与时尚展,31.21315614,121.5727953,上海新国际博览中心,2018/7/5,2018/7/7
房产家居,北京市,2018北京国际物业管理产业博览会,39.96787965,116.4497403,中国国际展览中心,2018/7/5,2018/7/7
机械工业,西安市,2018第十三届西部锅炉供热通风空调及制冷设备展览会,34.20211625,108.957183,西安曲江国际会展中心,2018/8/10,2018/8/12
食品饮料,南昌市,2018中部江西糖酒食品招商会,28.61053094,115.8017864,南昌绿地国际博览中心,2018/7/5,2018/7/7
孕婴童,上海市,第18届CBME孕婴童展童装展,31.19545539,121.3087136,国家会展中心上海,2018/7/25,2018/7/27
贸易进出口,长沙市,2018中国长沙国际日用百货展览会,28.1826853,112.988523,长沙国际会展中心,2018/7/5,2018/7/7
医疗保健,青岛市,2018中国青岛国际养老产业与养老服务博览会,36.11040075,120.4806224,青岛国际会展中心,2018/7/5,2018/7/7
信息通信,厦门市,2018中国厦门国际物联网博览会,24.47350542,118.1890096,厦门国际会展中心,2018/7/6,2018/7/8
安全防护,成都市,2018中国国际救援及应急装备产业博览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/7/6,2018/7/8
美容美发,北京市,2018北京国际美博会,40.00504938,116.3965327,北京国家会议中心,2018/7/23,2018/7/25
食品饮料,青岛市,2018年中国青岛国际健康食品产业博览会,36.11040075,120.4806224,青岛国际会展中心,2018/7/5,2018/7/7
消费电子,北京市,2018北京国际消费电子博览会,40.00504938,116.3965327,北京国家会议中心,2018/7/7,2018/7/9
交通工具,北京市,2018北京国际自行车暨零部件展览会,40.00504938,116.3965327,北京国家会议中心,2018/7/7,2018/7/9
房产家居,广州市,2018广州遮阳及门窗展览会,23.10633391,113.3784028,广州国际采购中心,2018/7/8,2018/7/10
信息通信,北京市,2018北京国际大数据产业大会,40.00504938,116.3965327,北京国家会议中心,2018/7/7,2018/7/9
食品饮料,郑州市,2018中国郑州国际餐饮火锅食材博览会,34.77795862,113.7372866,郑州国际会展中心,2018/7/7,2018/7/9
创业加盟,上海市,2018全球授权展,31.19545539,121.3087136,国家会展中心上海,2018/7/25,2018/7/27
文化教育,兰州市,2018中国西部兰州国际教育装备及智慧教育展览会,36.06422553,103.8233054,兰州国际会展中心,2018/7/26,2018/7/28
房产家居,广州市,2018中国集成定制家居广州展览会,23.1036931,113.3668379,南丰国际会展中心,2018/7/8,2018/7/10
印刷包装,上海市,第二十四届上海国际加工包装展览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/11,2018/7/13
奢侈品,青岛市,2018第二届中国青岛国际矿物玉石博览会,36.1052149,120.3844282,青岛华秀国际会展中心,2018/7/27,2018/7/30
医疗保健,上海市,2018第二十二届中国上海国际医疗器械展览会,31.18839541,121.4965025,上海世博展览馆,2018/7/11,2018/7/13
电子电力,深圳市,2018中国深圳国际电子装备产业博览会,22.53638395,114.066518,深圳会展中心,2018/7/26,2018/7/28
建材五金,广州市,2018第二十届中国广州国际建筑装饰博览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/7/8,2018/7/11
汽摩配件,广州市,中国广州国际新能源节能及智能汽车展览会,23.10162394,113.37415,广州保利世贸展览馆,2018/7/27,2018/7/29
农林牧渔,南京市,2018江苏植保信息交流暨农药械交易会,32.08221873,118.8132783,南京国际展览中心,2018/7/27,2018/7/28
贸易进出口,深圳市,2018宝安产业发展博览会,22.53638395,114.066518,深圳会展中心,2018/7/27,2018/7/29
动漫游戏,武汉市,2018武汉国际电玩及游乐游艺设备展,30.51332017,114.2481555,武汉国际博览中心,2018/7/6,2018/7/8
美容美发,北京市,2018北京国际健康美容美发化妆品展览会,39.96787965,116.4497403,中国国际展览中心,2018/7/11,2018/7/13
房产家居,上海市,上海国际尚品家居及室内装饰展览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/26,2018/7/28
食品饮料,上海市,2018第二十届亚洲食品配料中国展,31.21315614,121.5727953,上海新国际博览中心,2018/7/11,2018/7/13
食品饮料,上海市,2018上海国际淀粉及淀粉衍生物展览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/11,2018/7/13
孕婴童,沈阳市,2018中国沈阳国际幼教用品及幼儿教育展览会,41.66836964,123.3796191,沈阳国际展览中心,2018/7/13,2018/7/15
交通工具,北京市,2018第十四届北京国际节能与新能源汽车及充电桩展览会,39.96787965,116.4497403,中国国际展览中心,2018/7/13,2018/7/15
电子电力,成都市,2018年中国成都电子展,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/7/12,2018/7/14
贸易进出口,上海市,第112届中国日用百货商品交易会暨中国现代家庭用品博览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/26,2018/7/28
创业加盟,北京市,2018第九届北京海外置业及投资移民展览会,39.96787965,116.4497403,中国国际展览中心,2018/7/27,2018/7/29
机械工业,宁波市,2018中国国际机床展览会暨第十四届模具之都博览会,29.88525897,121.579006,宁波国际展览中心,2018/5/17,2018/5/20
食品饮料,青岛市,2018第十二届中国青岛国际茶文化博览会暨紫砂艺术展,36.11040075,120.4806224,青岛国际会展中心,2018/7/13,2018/7/16
农林牧渔,贵阳市,2018中国国际贵阳生态高效畜牧业交易会,26.64786379,106.6525086,贵阳国际会议展览中心,2018/7/12,2018/7/14
医疗保健,上海市,第十五届中国国际成人保健及生殖健康展览会,31.18839541,121.4965025,上海世博展览馆,2018/5/17,2018/5/20
